"http://www.sciencedirect.com/science/article/pii/S1353485819300595"; "Network Security"; "2019"; "Increasingly complex multi-cloud architectures and more stringent regulatory environments have increased reliance on encryption – primarily secure sockets layer (SSL) and transport layer security (TLS) – to the extent that over 80% of all network traffic is now encrypted. While in many ways the growth of encryption is a good thing for security, it also creates a backdoor for hackers and threat actors looking to hide from traditional detection tools. Organisations are adopting more stringent encryption practices. And while the growth of encryption might seem a good thing for security, it also creates a backdoor for hackers and threat actors looking to hide from detection tools. Additionally, as organisations continue to move to the cloud, increase their utilisation of APIs and adopt ever-more complex and sensitive systems, they find themselves with ever-more complex multi-cloud architectures. The solution lies in encrypted cognitive analytics, argues Omar Yaacoubi of Barac, which enables the creation of new types of data elements or telemetry that are independent of protocol details."; "The rise of encrypted malware"; 
"http://www.sciencedirect.com/science/article/pii/S1084804519302504"; "Journal of Network and Computer Applications"; "2019"; "There is a lack of effective security solutions that autonomously, without any human intervention, detect and mitigate DDoS cyber-attacks. The lack is exacerbated when the network to be protected is a 5G mobile network. 5G networks push multi-tenancy to the edge of the network. Both the 5G user mobility and multi-tenancy are challenges to be addressed by current security solutions. These challenges lead to an insufficient protection of 5G users, tenants and infrastructures. This research proposes a novel autonomic security system, including the design, implementation and empirical validation to demonstrate the efficient protection of the network against Distributed Denial of Service (DDoS) attacks by applying countermeasures decided on and taken by an autonomic system, instead of a human. The self-management architecture provides support for all the different phases involved in a DDoS attack, from the detection of an attack to its final mitigation, through making the appropriate autonomous decisions and enforcing actions. Empirical experiments have been performed to protect a 5G multi-tenant infrastructure against a User Datagram Protocol (UDP) flooding attack, as an example of an attack to validate the design and prototype of the proposed architecture. Scalability results show self-protection against DDoS attacks, without human intervention, in around one second for an attack of 256 simultaneous attackers with 100 Mbps bandwidth per attacker. Furthermore, results demonstrate the proposed approach is flow-, user- and tenant-aware, which allows applying different protection strategies within the infrastructure."; "Autonomic protection of multi-tenant 5G mobile networks against UDP flooding DDoS attacks"; 
"http://www.sciencedirect.com/science/article/pii/S1084804517300541"; "Journal of Network and Computer Applications"; "2017"; "The Internet of Things (IoT) is enabling innovative applications in various domains. Due to its heterogeneous and wide-scale structure, it introduces many new security issues. To address this problem, we propose a framework for modeling and assessing the security of the IoT and provide a formal definition of the framework. Generally, the framework consists of five phases: (1) data processing, (2) security model generation, (3) security visualization, (4) security analysis, and (5) model updates. Using the framework, we can find potential attack scenarios in the IoT, analyze the security of the IoT through well-defined security metrics, and assess the effectiveness of different defense strategies. The framework is evaluated via three scenarios, which are the smart home, wearable healthcare monitoring and environment monitoring scenarios. We use the analysis results to show the capabilities of the proposed framework for finding potential attack paths and mitigating the impact of attacks."; "A framework for automating security analysis of the internet of things"; 
"http://www.sciencedirect.com/science/article/pii/S0167404818309568"; "Computers & Security"; "2019"; "Nowadays, online banking is an attractive way of carrying out financial operations such as ecommerce, e-banking, and e-payments without much effort or the need of any physical presence. This increasing popularity in online banking services and payment systems has created motivation for financial attackers to steal customer`s credentials and money. Banking trojans have been a way of committing attacks on these financial institutions for more than a decade, and they have become one of the primary drivers of botnet traffic. However, the stealthy nature of financial botnets requires new techniques and novel systems for detection and analysis in order to prevent losses and to ultimately take the botnets down. TrickBot, which specifically threatens businesses in the financial sector and their customers, has been behind man-in-the-browser attacks since 2016. Its main goal is to steal online banking information from victims when they visit their banking websites. In this study, we utilize machine learning techniques to detect TrickBot malware infections and to identify TrickBot related traffic flows without having to analyze network packet payloads, the IP addresses, port numbers and protocol information. Since command and control server IPs are updated almost daily, identification of TrickBot related traffic flows without looking at specific IP addresses is significant. We adopt behavior-based classification that uses artifacts created by the malware during the dynamic analysis of TrickBot malware samples. We compare the performance results of four different state-of-the-art machine learning algorithms, Random Forest, Sequential Minimal Optimization, Multilayer Perceptron, and Logistic Model to identify TrickBot related flows and detect a TrickBot infection. Then, we optimize the proposed classifier via exploring the best hyperparameter and feature set selection. Looking at network packet identifiers such as packet length, packet and flag counts, and inter-arrival times, the Random Forest classifier identifies TrickBot related flows with 99.9534% accuracy, 91.7% true positive rate."; "A flow-based approach for Trickbot banking trojan detection"; 
"http://www.sciencedirect.com/science/article/pii/S0167404818308952"; "Computers & Security"; "2019"; "Visualization helps to comprehend and analyze large amounts of data, a fundamental necessity for network security due to the large volume of audits traces produced each day. In this paper, we dissect the majority of recent work conducted in network security visualization and offer a taxonomy that provides a basis for classifying recently published works using nine criteria. Moreover, a comprehensive evaluation framework for comparing and ranking network security visualization systems and techniques is developed and presented. Finally, we present a taxonomy of network attacks, which covers most of the existing network attacks and provides a framework for the categorization of recent network security visualization systems."; "An evaluation framework for network security visualizations"; 
"http://www.sciencedirect.com/science/article/pii/S1874548215000463"; "International Journal of Critical Infrastructure Protection"; "2015"; "This paper surveys and provides experimental results related to network design techniques focused on enhancing the security of industrial control systems. It analyzes defense-in-depth strategies, network segmentation, network firewall configurations and the role of intrusion prevention systems, intrusion detection systems and anomaly detection systems. The paper also studies the applicability of emerging technologies in the area of IP networks, including software-defined networking, network functions virtualization and next generation firewalls in securing industrial control systems. The main contribution of this paper is the experimental assessment of existing and future network design approaches in the presence of real malware (e.g., Stuxnet) and synthetic attacks (e.g., denial-of-service attacks). The experimental results confirm the importance of defense-in-depth strategies and also highlight the embryonic state of software-defined networking security, which requires profound transformation and validation in order to be embraced by the industrial control system community."; "Experimental assessment of network design approaches for protecting industrial control systems"; 
"http://www.sciencedirect.com/science/article/pii/S0164121217300158"; "Journal of Systems and Software"; "2017"; "Advancements in sensing and communication technologies are enabling intelligent transportation systems (ITS) to easily acquire large volumes of road traffic big data. Querying road traffic data is a crucial task for providing citizens with more insightful information on traffic conditions. In this paper, we have developed a similarity query system for road traffic big data, called SigTrac, that runs on top of an existing MongoDB document store. The SigTrac system represents road traffic sensor data having spatio-temporal characteristics into traffic matrices and stores them into a MongoDB NoSQL document store by exploiting map-reduce operations of MongoDB. In addition, SigTrac efficiently processes similarity queries for traffic data with singular value decomposition (SVD)-based and incremental SVD-based algorithms. Our experimental studies with real traffic data demonstrate the efficiency of SiqTrac for similarity query processing for road traffic big data."; "A similarity query system for road traffic data based on a NoSQL document store"; 
"http://www.sciencedirect.com/science/article/pii/S0167404817302638"; "Computers & Security"; "2018"; "In an always connected world, cyber-attacks and computer security breaches can produce significant financial damages as well as introduce new risks and menaces in everyday's life. As a consequence, more and more sophisticated packet screening/filtering solutions are deployed everywhere, typically on network border devices, in order to sanitize Internet traffic. Despite the obvious benefits associated to the proactive detection of security threats, these devices, by performing deep packet inspection and inline analysis, may both affect latency-sensitive traffic introducing non-negligible delays, and increase the energy demand at the network element level. Starting from these considerations, we present a selective routing and intrusion detection technique based on dynamic statistical analysis. Our technique separates latency-sensitive traffic from latency-insensitive one and adaptively organizes the intrusion detection activities over multiple nodes. This allows suppressing directly at the network ingress, when possible, all the undesired components of latency-insensitive traffic and distributing on the innermost nodes the security check for latency sensitive flows, prioritizing routing activities over security scanning ones. Our final goal is demonstrating that selective intrusion detection can result in significant energy savings without adversely affecting latency-sensitive traffic by introducing unacceptable processing delays."; "Saving energy in aggressive intrusion detection through dynamic latency sensitivity recognition"; 
"http://www.sciencedirect.com/science/article/pii/S1071581919300564"; "International Journal of Human-Computer Studies"; "2019"; "Five decades ago advances in integrated circuits and time-sharing operating systems made interactive use of computers economically feasible. Visions of man-computer symbiosis and the augmentation of man’s intellect became realistic research objectives. The initial focus was on facilitating interactivity through improved interface technology, and supporting its application through good practices based on experience and psychological principles. Within a decade technology advances made low cost personal computers commonly available in the home, office and industry, and these were rapidly enhanced with software that made them attractive in a wide range of applications from games to office automation and industrial process control. Within three decades the Internet enabled human–computer interaction to extend across local, national and international networks, and, within four, smartphones and tablets had made access to computers and networks almost ubiquitous to any person, at any time and any place. Banking, commerce, institutional and company operations, utility and government infrastructures, took advantage of, and became dependent on, interactive computer and networking capabilities to such an extent that they have now been assimilated in our society and are taken for granted. This hyperconnectivity has been a major economic driver in the current millennium, but it has also raised new problems as malevolent users anywhere in the world have become able to access and interfere with critical personal, commercial and national resources. A major issue for human–computer studies now is to maintain and enhance functionality, usability and likeability for legitimate users whilst protecting them from malevolent users. Understanding the issues involved requires a far broader consideration of socio-economic issues than was required five decades ago. This article reviews various models of the role of technology in human civilization that can provide insights into our current problématique."; "From facilitating interactivity to managing hyperconnectivity: 50 years of human–computer studies"; 
"http://www.sciencedirect.com/science/article/pii/S0167404817301827"; "Computers & Security"; "2018"; "Device security is one of the major challenges for successful implementation of Internet of Things and fog computing environment in current IT space. Researchers and Information Technology (IT) organizations have explored many solutions to protect systems from unauthenticated device attacks (known as outside device attacks). Fog computing uses network devices (e.g. router, switch and hub) for latency-aware processing of collected data using IoT. Then, identification of malicious edge device is one of the critical activities in data security of fog computing environment. Preventing attacks from malicious edge devices in fog computing environment is more difficult because they have certain granted privileges to use and process the data. In this paper, proposed cybersecurity framework uses three technologies which are Markov model, Intrusion Detection System (IDS) and Virtual Honeypot Device (VHD) to identify malicious edge device in fog computing environment. A two-stage hidden Markov model is used to effectively categorize edge devices in four different levels. VHD is designed to store and maintain log repository of all identified malicious devices which assists the system to defend itself from any unknown attacks in the future. Proposed cybersecurity framework is tested with real attacks in virtual environment created using OpenStack and Microsoft Azure. Results indicated that proposed cybersecurity framework is successful in identifying the malicious device as well as reducing the false IDS alarm rate."; "A cybersecurity framework to identify malicious edge device in fog computing and cloud-of-things environments"; 
